_id,id_local,id_distrito_local,desc_distrito_local,desc_barrio_local,clase_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,Nombre,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra,,__1,__2,__3,__4,__5,__6,__7,inspeccionar,estado,revision.prox_inspeccion,revision.puntuacion,revision.comentario
138,270309378,2,ARGANZUELA,ACACIAS,PASEO,3,28005,"440297,59","4472901,53",Abierto,CAFETERIA HINOJAR,1,Anual,1,Abierta,"18,9",PASEO,ACACIAS,3,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,0,25,,,,,,,,,,false,3,10,80,separar las mesas
145,285031450,17,VILLAVERDE,SAN ANDRES,CALLE,1,28021,"439207,53","4465219,52",Abierto,DON GERMAN,1,Anual,1,Abierta,"50,86",CALLE,BERZOSA DE LOZOYA,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,2,0,12,12,56,,,,,,,,,,true,,10,80,separar las mesas
146,20000056,2,ARGANZUELA,IMPERIAL,PASEO,50,28005,"439309,59","4472582,53",Abierto,BAR RESTAURANTE MARTIN,1,Anual,1,Abierta,"12,96",PASEO,IMPERIAL,50,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,4,4,16,,,,,,,,,,false,2,10,80,separar las mesas
147,170000809,17,VILLAVERDE,BUTARQUE,CALLE,3,28021,"442621,52","4466379,49",Abierto,RESTAURANTE PARQUE ROSALES CERVECERIA,2,Estacional,1,Abierta,"76,5",CALLE,ESTEFANITA,22,,Acera,10:00:00,00:00:00,,,10:00:00,0:00:00,,,2,,30,,105,,,,,,,,,,true,,10,80,separar las mesas
148,285021312,12,USERA,MOSCARDO,AVENIDA,212,28026,"440579,58","4471302,52",Abierto,EL BAR,1,Anual,1,Abierta,"8,47",AVENIDA,MANZANARES,212,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,5,5,16,,,,,,,,,,false,2,10,80,separar las mesas
149,270519524,9,MONCLOA-ARAVACA,ARGUELLES,CALLE,11,28008,"439456,6","4475119,54",Abierto,8 1/2 LIBROS DE CINE,1,Anual,1,Abierta,"19,46",CALLE,MARTIN DE LOS HEROS,11,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,31,,,,,,,,,,false,3,10,80,separar las mesas
151,270540061,12,USERA,ALMENDRALES,CALLE,201,28026,"440957,57","4470488,52",Abierto,R?TULO NO INFORMADO,1,Anual,1,Abierta,"23,04",CALLE,ANTONIO LOPEZ,201,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,16,16,40,,,,,,,,,,true,,10,80,separar las mesas
152,270417284,12,USERA,ALMENDRALES,CALLE,204,28026,"440752,58","4470914,52",Abierto,CAFETERIA 204,1,Anual,1,Abierta,"51,3",CALLE,ANTONIO LOPEZ,204,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,15,15,68,,,,,,,,,,true,,10,80,separar las mesas
153,270534735,12,USERA,SAN FERMIN,AVENIDA,16,28041,"441235,55","4468763,51",Abierto,PARRILLA BONALMA,1,Anual,1,Abierta,"22,8",AVENIDA,LOS ROSALES,16,A,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,0,0,7,8,25,A,,,,,,,,,false,3,10,80,separar las mesas
154,270217569,12,USERA,MOSCARDO,CALLE,164,28026,"439357,59","4470780,53",Abierto,BAR,2,Estacional,1,Abierta,"60,01",CALLE,SAN FILIBERTO,8,,Plaza peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,17,,68,,,,,,,,,,,,10,80,separar las mesas
155,270156329,12,USERA,MOSCARDO,CALLE,1,28026,"439941,59","4471234,53",Abierto,BAR LUZON,1,Anual,1,Abierta,"48,59",CALLE,DOLORES SOPE?A,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,15,15,68,,,,,,,,,,true,,10,80,separar las mesas
156,270363433,12,USERA,ORCASUR,CALLE,2,28041,"440611,56","4468695,51",Abierto,CAFETERIA HALLEY,2,Estacional,1,Abierta,"28,08",CALLE,PADRE JOSE MARIA,2,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,12,,44,,,,,,,,,,true,,10,80,separar las mesas
157,270432683,12,USERA,ORCASITAS,PLAZA,1,28041,"440044,56","4469089,52",Abierto,BAR SANCHEZ,2,Estacional,1,Abierta,"25,92",PLAZA,MIL DELEGADOS,1,,Plaza peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,8,,32,,,,,,,,,,,,10,80,separar las mesas
159,270280806,17,VILLAVERDE,LOS ANGELES,CALLE,12,28041,"440867,54","4467567,51",Abierto,VENTA CARMONA,1,Anual,1,Abierta,"64,03",CALLE,BOHEMIOS,12,,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,16,16,64,,,,,,,,,,,,10,80,separar las mesas
160,270183220,17,VILLAVERDE,LOS ANGELES,CALLE,5,28041,"440933,54","4466974,51",Abierto,CAFETERIA LUMAR,2,Estacional,1,Abierta,"37,73",CALLE,ESCORIAZA,5,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,12,,56,,,,,,,,,,true,,10,80,separar las mesas
161,270471784,17,VILLAVERDE,LOS ANGELES,CALLE,1,28041,"440717,55","4468045,51",Cerrado,BAR RESTAURANTE MARTIN,1,Anual,1,Abierta,"93,96",CALLE,LA CANCION DEL OLVIDO,1,,Superficie en parcela privada,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,29,36,,,,,,,,,,,,10,80,separar las mesas
163,270191062,17,VILLAVERDE,LOS ANGELES,CALLE,11,28041,"441064,54","4467352,51",Abierto,EL PILAR,1,Anual,1,Abierta,"75,42",CALLE,LA DOLOROSA,11,,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,25,17,76,,,,,,,,,,,,10,80,separar las mesas
164,270181096,17,VILLAVERDE,SAN ANDRES,CALLE,6,28021,"439861,53","4465979,51",Abierto,EL PORTON,2,Estacional,1,Abierta,"21,06",CALLE,DOMINGO PARRAGA,6,,Acera,8:00:00,00:00:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,0,,9,,27,,,,,,,,,,false,3,10,80,separar las mesas
165,170000796,17,VILLAVERDE,LOS ANGELES,CALLE,37,28041,"441057,54","4467705,51",Abierto,BAR EL RINCON DEL QUIJOTE,1,Anual,1,Abierta,"53,2",CALLE,PAN Y TOROS,37,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,15,5,62,,,,,,,,,,true,,10,80,separar las mesas
167,270250040,17,VILLAVERDE,LOS ROSALES,CALLE,50,28041,"441207,54","4467290,51",Abierto,DI MADRID,1,Anual,1,Abierta,"184,02",CALLE,SAHARA,50,,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,38,8,152,,,,,,,,,,,,10,80,separar las mesas
168,270033525,17,VILLAVERDE,LOS ROSALES,CALLE,56,28041,"441188,54","4467238,51",Abierto,EL ZAGUAN,1,Anual,1,Abierta,"95,7",CALLE,SAHARA,56,,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,20,20,80,,,,,,,,,,,,10,80,separar las mesas
171,170000283,17,VILLAVERDE,LOS ROSALES,CALLE,63,28041,"441323,54","4467541,51",Abierto,LA BODEGUILLA IBERICA,1,Anual,1,Abierta,"39,64",CALLE,VILLAJOYOSA,63,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
172,170000006,17,VILLAVERDE,SAN CRISTOBAL,CALLE,251,28021,"441690,52","4465824,5",Abierto,BAR VIETNAM,2,Estacional,1,Abierta,"40,05",CALLE,GODELLA,251,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,11,,52,,,,,,,,,,true,,10,80,separar las mesas
173,270183106,17,VILLAVERDE,LOS ANGELES,CALLE,38,28041,"440620,54","4466862,51",Abierto,BAR JOSE LUIS,1,Anual,1,Abierta,"31,34",CALLE,VIRGEN DE LOS DESAMPARADOS,38,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,11,5,42,,,,,,,,,,true,,10,80,separar las mesas
175,270057250,2,ARGANZUELA,DELICIAS,CALLE,19,28045,"440931,58","4472464,52",Abierto,CAFETERIA FERROCARRIL,1,Anual,1,Abierta,"44,64",CALLE,FERROCARRIL,19,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,14,14,46,,,,,,,,,,true,,10,80,separar las mesas
177,280017278,2,ARGANZUELA,CHOPERA,PLAZA,1,28045,"440739,58","4471734,52",Abierto,RESTARAURANTE  O'PORTI?O,1,Anual,1,Abierta,"94,07",PLAZA,GENERAL MAROTO,1,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,26,26,112,,,,,,,,,,true,,10,80,separar las mesas
179,280018318,2,ARGANZUELA,ACACIAS,CALLE,33,28005,"440313,59","4472551,53",Abierto,LA MARGHERITA,1,Anual,1,Abierta,"90,72",PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,18,,Bulevar,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,28,28,107,A,,,,,,,,,,,10,80,separar las mesas
181,270299459,2,ARGANZUELA,IMPERIAL,CALLE,18,28005,"438859,6","4473750,54",Abierto,RESTAURANTE LA POTA DOURO,1,Anual,1,Abierta,"4,68",CALLE,LINNEO,18,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,2,0,6,,,,,,,,,,false,1,10,80,separar las mesas
182,10003543,1,CENTRO,PALACIO,PLAZA,8,28005,"439691,59","4473697,53",Abierto,CA?AS Y TAPAS,1,Anual,1,Abierta,"39,57",PLAZA,HUMILLADERO,5,,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,2,0,14,14,51,,,,,,,,,,true,,10,80,separar las mesas
183,270373645,21,BARAJAS,CASCO H.BARAJAS,AVENIDA,118,28042,"450716,58","4480243,4",Abierto,BAR LOS GALLEGOS,2,Estacional,1,Abierta,"12,96",AVENIDA,LOGRO?O,118,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,4,,16,,,,,,,,,,false,2,10,80,separar las mesas
184,170000258,17,VILLAVERDE,LOS ROSALES,PLAZA,4,28021,"441319,53","4467087,5",Abierto,TU BOCATA II,2,Estacional,1,Abierta,72,PLAZA,CHOZAS DE CANALES,4,,Plaza peatonal,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,24,,96,,,,,,,,,,,,10,80,separar las mesas
186,170000611,17,VILLAVERDE,LOS ROSALES,AVENIDA,46,28041,"441416,54","4467977,51",Abierto,CAFETERIA BAR LINEA 123,1,Anual,1,Abierta,"41,76",AVENIDA,OROVILLA,46,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,14,14,60,,,,,,,,,,true,,10,80,separar las mesas
189,270181501,17,VILLAVERDE,SAN ANDRES,CALLE,14,28021,"439389,54","4466439,52",Abierto,BAR GALICIA,2,Estacional,1,Abierta,"25,92",CALLE,ENCARNACION DEL PINO,14,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,8,,32,,,,,,,,,,false,3,10,80,separar las mesas
191,270400434,17,VILLAVERDE,LOS ANGELES,CALLE,25,28041,"441058,54","4467162,51",Abierto,BAR ESTRELLA 2008,2,Estacional,1,Abierta,"54,77",CALLE,LA DOLOROSA,23,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,8,,32,,,,,,,,,,false,3,10,80,separar las mesas
192,170000543,17,VILLAVERDE,SAN ANDRES,CALLE,7,28021,"440080,54","4466690,51",Abierto,BAR UNO,1,Anual,1,Abierta,"34,74",CALLE,ARROYO BUENO,7,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,2,36,,,,,,,,,,false,3,10,80,separar las mesas
193,170002104,17,VILLAVERDE,BUTARQUE,CALLE,7,28021,"442544,52","4466305,49",Abierto,KEBAB ARMENIA,2,Estacional,1,Abierta,"22,68",CALLE,BERROCAL,7,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
194,170001122,17,VILLAVERDE,BUTARQUE,CALLE,12,28021,"442448,52","4466571,49",Abierto,CAFETERIA,1,Anual,1,Abierta,"19,08",CALLE,BERROCAL,12,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,24,,,,,,,,,,false,3,10,80,separar las mesas
197,270422013,17,VILLAVERDE,LOS ANGELES,CALLE,4,28041,"440999,54","4466978,51",Abierto,CAFETERIA OBREGON,1,Anual,1,Abierta,"46,08",CALLE,ESCORIAZA,2,,Calle peatonal,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,40,,,,,,,,,,,,10,80,separar las mesas
198,170000830,17,VILLAVERDE,SAN ANDRES,PASEO,18,28021,"439607,54","4466442,52",Cerrado,EL CUERPO DEL DESEO,1,Anual,1,Abierta,"12,96",PASEO,ALBERTO PALACIOS,18,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,4,4,16,,,,,,,,,,false,2,10,80,separar las mesas
199,270447268,17,VILLAVERDE,SAN CRISTOBAL,CALLE,121,28021,"441262,52","4465764,5",Abierto,EL RINCON DE LOLA,2,Estacional,1,Abierta,"8,1",CALLE,MONCADA,121,,Plaza peatonal,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,3,,12,,,,,,,,,,,,10,80,separar las mesas
200,170000004,17,VILLAVERDE,LOS ANGELES,CALLE,6,28041,"440989,55","4467995,51",Abierto,BAR PINILLA,1,Anual,1,Abierta,"56,37",CALLE,PAN Y TOROS,6,B,Otros,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,13,13,52,,,,,,,,,,,,10,80,separar las mesas
201,270183583,17,VILLAVERDE,LOS ANGELES,AVENIDA,31,28041,"440920,54","4467662,51",Abierto,BAR MINI PILAR,2,Estacional,1,Abierta,"24,48",AVENIDA,LA VERBENA DE LA PALOMA,31,,Acera,10:00:00,00:00:00,,,10:00:00,0:00:00,,,0,,8,,24,,,,,,,,,,false,3,10,80,separar las mesas
204,270182085,17,VILLAVERDE,SAN CRISTOBAL,CALLE,121,28021,"441710,52","4466005,5",Abierto,BAR EL CIGARRAL TOLEDANO,1,Anual,1,Abierta,"9,72",CALLE,ROCAFORT,111,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,3,3,12,,,,,,,,,,false,2,10,80,separar las mesas
205,270181885,17,VILLAVERDE,SAN ANDRES,CALLE,2,28021,"440125,54","4466551,51",Abierto,BAR LAS MURALLAS,2,Estacional,1,Abierta,"7,02",PASEO,TALLERES,60,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,3,,9,,,,,,,,,,false,1,10,80,separar las mesas
206,170000016,17,VILLAVERDE,SAN CRISTOBAL,CALLE,171,28021,"441560,52","4465747,5",Cerrado,BAR DULCI,2,Estacional,1,Abierta,9,CALLE,GODELLA,171,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,3,,11,,,,,,,,,,false,2,10,80,separar las mesas
207,270077611,4,SALAMANCA,GUINDALERA,AVENIDA,69,28028,"443736,58","4477000,49",Cerrado,L'ANDECHA,1,Anual,1,Cerrado,"82,1",AVENIDA,BRUSELAS,69,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,27,22,116,,,,,,,,,,true,,,,
209,270322801,12,USERA,SAN FERMIN,CAMINO,104,28041,"441462,56","4469556,51",Abierto,BAR PELAEZ,1,Anual,1,Abierta,"25,92",CAMINO,PERALES,104,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,8,8,32,,,,,,,,,,false,3,10,80,separar las mesas
210,120000552,12,USERA,ORCASITAS,CALLE,315,28041,"439179,56","4468638,53",Abierto,O TOUXEIRO,1,Anual,1,Abierta,"102,49",CALLE,GAINZA,315,,Plaza peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,0,0,25,25,100,,,,,,,,,,,,10,80,separar las mesas
211,280049553,12,USERA,SAN FERMIN,CALLE,36,28041,"441454,56","4469611,51",Abierto,BAR LUQUE,2,Estacional,1,Abierta,"22,14",CALLE,CARABELOS,36,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
212,280051178,12,USERA,SAN FERMIN,CALLE,25,28041,"441416,55","4468552,51",Abierto,ASAY,2,Estacional,1,Abierta,"43,2",CALLE,SILVINA,25,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,1:30:00,,,0,,10,,40,,,,,,,,,,,,10,80,separar las mesas
213,120000138,12,USERA,ZOFIO,AVENIDA,12,28026,"439617,58","4470436,53",Abierto,XALLAS,1,Anual,1,Abierta,"2,88",AVENIDA,RAFAELA YBARRA,12,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,2,2,4,,,,,,,,,,false,1,10,80,separar las mesas
214,280064620,14,MORATALAZ,MEDIA LEGUA,CALLE,25,28030,"444144,57","4473666,48",Abierto,CERVECERIA 100 MONTADITOS,1,Anual,1,Abierta,"41,36",CALLE,CORREGIDOR DIEGO DE VALDERRABANO,25,C,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,1:00:00,10:00:00,23:00:00,2,0,12,12,56,,,,,,,,,,true,,10,80,separar las mesas
216,170000961,17,VILLAVERDE,BUTARQUE,CALLE,5,28021,"442522,52","4466428,49",Abierto,SIDRERIA DEL NORTE,1,Anual,1,Abierta,"69,52",CALLE,BERROCAL,5,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,2,0,19,19,65,,,,,,,,,,true,,10,80,separar las mesas
217,270183625,17,VILLAVERDE,LOS ANGELES,CALLE,20,28041,"441031,54","4467258,51",Abierto,BAR MONICO,2,Estacional,1,Abierta,"74,46",CALLE,LA DOLOROSA,20,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,2,,12,,56,,,,,,,,,,true,,10,80,separar las mesas
219,270308889,17,VILLAVERDE,LOS ANGELES,CALLE,3,28041,"440958,54","4466974,51",Abierto,BAR LOS CAMPEONES - JAEN,2,Estacional,1,Abierta,"32,4",CALLE,ESCORIAZA,3,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,10,,40,,,,,,,,,,false,3,10,80,separar las mesas
220,270332045,17,VILLAVERDE,SAN ANDRES,CALLE,7,28021,"439485,54","4466427,52",Abierto,LA POSADA DE GREEN VILLAGE,2,Estacional,1,Abierta,"26,28",CALLE,MARTINEZ SECO,7,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,28,,,,,,,,,,false,3,10,80,separar las mesas
221,290000758,17,VILLAVERDE,SAN ANDRES,PASEO,13,28021,"439643,54","4466406,52",Cerrado,MADRETIERRA,2,Estacional,1,Abierta,32,PASEO,ALBERTO PALACIOS,13,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,0:00:00,,,0,,8,,32,,,,,,,,,,,,10,80,separar las mesas
222,270181310,17,VILLAVERDE,SAN ANDRES,CALLE,14,28021,"439594,54","4466379,52",Abierto,EL CASTIZO,2,Estacional,1,Abierta,"21,6",CALLE,ALADIERNA,14,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
223,270448230,17,VILLAVERDE,SAN CRISTOBAL,CALLE,115,28021,"441559,52","4465840,5",Abierto,CAFETERIA BAR JUANJO Y JOSE,1,Anual,1,Abierta,"18,18",CALLE,GODELLA,115,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,7,7,23,,,,,,,,,,false,3,10,80,separar las mesas
224,270547589,17,VILLAVERDE,BUTARQUE,CALLE,12,28021,"442441,52","4466609,49",Abierto,BAR RESTAURANTE VITA KR,2,Estacional,1,Abierta,"23,4",CALLE,BARIO,12,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,10,,30,,,,,,,,,,false,3,10,80,separar las mesas
226,270401458,17,VILLAVERDE,SAN CRISTOBAL,CALLE,171,28021,"441560,52","4465744,5",Abierto,BAR CONGO,2,Estacional,1,Abierta,"19,15",CALLE,GODELLA,173,,Acera,8:00:00,00:00:00,,,8:00:00,1:30:00,,,0,,6,,14,,,,,,,,,,false,2,10,80,separar las mesas
227,170000406,17,VILLAVERDE,LOS ROSALES,AVENIDA,59,28041,"441482,54","4467704,5",Abierto,DONDE LA LOLA,1,Anual,1,Abierta,"23,4",AVENIDA,OROVILLA,59,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,10,10,30,,,,,,,,,,false,3,10,80,separar las mesas
229,270540475,12,USERA,MOSCARDO,CALLE,139,28026,"440632,58","4471110,52",Abierto,BAR OLIVA,1,Anual,1,Abierta,"32,4",CALLE,ANTONIO LOPEZ,139,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,10,10,40,,,,,,,,,,false,3,10,80,separar las mesas
230,280050244,12,USERA,MOSCARDO,CALLE,150,28026,"440423,58","4471289,52",Abierto,TABERNA LA ANDALUZA,1,Anual,1,Abierta,"19,44",CALLE,ANTONIO LOPEZ,150,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,false,3,10,80,separar las mesas
231,270416146,12,USERA,ZOFIO,AVENIDA,17,28026,"439515,58","4470096,53",Abierto,A NOXA GALICIA,2,Estacional,1,Abierta,"9,5",AVENIDA,CERRO DE LOS ANGELES,17,,Acera,10:00:00,00:00:00,,,10:00:00,1:30:00,,,0,,4,,16,,,,,,,,,,false,2,10,80,separar las mesas
232,280049608,12,USERA,ORCASITAS,CALLE,41,28041,"440134,56","4469043,52",Abierto,CAFETERIA JUANITO,1,Anual,1,Abierta,63,CALLE,GRAN AVENIDA,41,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,0,0,10,18,40,,,,,,,,,,false,3,10,80,separar las mesas
233,285021310,12,USERA,MOSCARDO,CALLE,115,28026,"440525,58","4471231,52",Abierto,CAMBOY,2,Estacional,1,Abierta,"23,94",CALLE,ANTONIO LOPEZ,115,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,6,,24,,,,,,,,,,false,3,10,80,separar las mesas
234,280049571,12,USERA,ORCASITAS,CALLE,72,28041,"439214,57","4469177,53",Abierto,BAR ASADOR MERINO,2,Estacional,1,Abierta,"7,92",CALLE,GUETARIA,72,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,3,,10,,,,,,,,,,,,10,80,separar las mesas
235,270156733,12,USERA,MOSCARDO,CALLE,156,28026,"439464,59","4470801,53",Abierto,EL CHIRINGUITO,2,Estacional,1,Abierta,"9,36",CALLE,SAN FILIBERTO,12,,Calle peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,4,,12,,,,,,,,,,,,10,80,separar las mesas
236,280049704,12,USERA,SAN FERMIN,CALLE,3,28041,"441564,56","4469208,51",Abierto,BAR JUSTO,2,Estacional,1,Abierta,"37,35",AVENIDA,SAN FERMIN,50,,Acera,10:00:00,00:00:00,,,10:00:00,2:00:00,,,2,,15,,65,,,,,,,,,,true,,10,80,separar las mesas
237,270526564,12,USERA,ALMENDRALES,CALLE,3,28026,"440600,2126","4470662,102",Abierto,BAR CAFETERIA,1,Anual,1,Abierta,"19,44",CALLE,SANTUARIO,3,,Plaza peatonal,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,6,6,24,,,,,,,,,,,,10,80,separar las mesas
238,280049131,12,USERA,MOSCARDO,CALLE,46,28026,"440030,58","4470961,52",Abierto,BAR EL MANCHEGO (LOCAL 2 Y 3),1,Anual,1,Abierta,"7,02",CALLE,AMPARO USERA,46,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,0,0,3,3,9,,,,,,,,,,false,1,10,80,separar las mesas
240,200001961,20,SAN BLAS-CANILLEJAS,SIMANCAS,CALLE,490,28027,"446575,57","4476777,45",Abierto,TGB-THE GOOD BURGER,1,Anual,1,Abierta,"22,98",CALLE,ALCALA,490,,Acera,8:00:00,00:00:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,0,0,9,9,36,,,,,,,,,,true,3,10,80,separar las mesas
243,40003086,4,SALAMANCA,RECOLETOS,CALLE,28,28001,"441831,59","4475443,52",Abierto,LA NI?A,1,Anual,1,Abierta,"42,84",CALLE,AYALA,28,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,16,16,40,,,,,,,,,,true,,10,80,separar las mesas
245,40002254,4,SALAMANCA,GUINDALERA,CALLE,233,28028,"443640,58","4475735,49",Cerrado,JARRITUS,1,Anual,1,Cerrado,"50,2",CALLE,ALCALA,233,,Acera,10:00:00,00:00:00,10:00:00,0:00:00,10:00:00,2:00:00,10:00:00,0:00:00,2,0,19,19,61,,,,,,,,,,true,,,,
247,270535739,12,USERA,SAN FERMIN,CALLE,25,28041,"441334,57","4469948,51",Abierto,BAR CAFETERIA KRISTIN,2,Estacional,1,Abierta,"69,3",CALLE,SAN MARIO,25,,Plaza peatonal,10:00:00,00:00:00,,,10:00:00,2:00:00,,,0,,20,,80,,,,,,,,,,,,10,80,separar las mesas
